iteration,class,top,left,bottom,right,center_x,center_y,object_id
36,1,74.94999694824219,171.1699981689453,59.470001220703125,186.6899871826172,tensor(178.9300),tensor(67.2100),0
37,1,75.61000061035156,173.12998962402344,60.47999954223633,188.86000061035156,tensor(180.9950),tensor(68.0450),0
38,1,77.88999938964844,176.1999969482422,62.35000228881836,191.72999572753906,tensor(183.9650),tensor(70.1200),0
39,1,79.6500015258789,179.13999938964844,64.15999603271484,194.86000061035156,tensor(187.),tensor(71.9050),0
40,1,81.58000183105469,183.27000427246094,66.47000122070312,198.49000549316406,tensor(190.8800),tensor(74.0250),0
41,1,82.58000183105469,187.2100067138672,67.25999450683594,202.86000061035156,tensor(195.0350),tensor(74.9200),0
42,1,84.08000183105469,192.39999389648438,72.61000061035156,206.66000366210938,tensor(199.5300),tensor(78.3450),0
43,1,86.79999542236328,188.16000366210938,71.04000091552734,203.760009765625,tensor(195.9600),tensor(78.9200),0
44,1,87.79000091552734,183.25999450683594,72.62999725341797,198.5399932861328,tensor(190.9000),tensor(80.2100),0
45,1,89.86000061035156,179.0800018310547,74.67999267578125,194.84999084472656,tensor(186.9650),tensor(82.2700),0
46,1,91.6300048828125,174.19000244140625,76.80999755859375,189.73001098632812,tensor(181.9600),tensor(84.2200),0
47,1,94.0,171.1599884033203,78.55000305175781,186.63999938964844,tensor(178.9000),tensor(86.2750),0
48,1,94.70999908447266,168.10000610351562,79.37000274658203,183.69000244140625,tensor(175.8950),tensor(87.0400),0
49,1,95.76000213623047,165.0900115966797,80.29999542236328,180.86000061035156,tensor(172.9750),tensor(88.0300),0
50,1,97.04000091552734,163.16000366210938,81.5300064086914,178.739990234375,tensor(170.9500),tensor(89.2850),0
51,1,97.74000549316406,161.22000122070312,82.41999816894531,176.72000122070312,tensor(168.9700),tensor(90.0800),0
52,1,97.72999572753906,161.22000122070312,82.41999816894531,176.70999145507812,tensor(168.9650),tensor(90.0750),0
53,1,98.69000244140625,160.13999938964844,83.44000244140625,175.8300018310547,tensor(167.9850),tensor(91.0650),0
54,1,100.04999542236328,160.15000915527344,84.5999984741211,175.74000549316406,tensor(167.9450),tensor(92.3250),0
55,1,100.8499984741211,161.2100067138672,85.43000030517578,176.6999969482422,tensor(168.9550),tensor(93.1400),0
56,1,100.94999694824219,163.09999084472656,85.44000244140625,178.75999450683594,tensor(170.9300),tensor(93.1950),0
57,1,101.65999603271484,165.15000915527344,86.4000015258789,180.75999450683594,tensor(172.9550),tensor(94.0300),0
58,1,102.88999938964844,167.1800079345703,87.57000732421875,182.77000427246094,tensor(174.9750),tensor(95.2300),0
59,1,103.83000183105469,170.19000244140625,88.61000061035156,185.739990234375,tensor(177.9650),tensor(96.2200),0
