iteration,class,top,left,bottom,right,center_x,center_y
100,box,234.65,144.19,256.0,159.03,151.61,245.325
101,box,167.61,144.03,183.0,159.14,151.58499999999998,175.305
101,mario,112.33,180.23,126.05,195.81,188.01999999999998,119.19
101,box,231.77,144.17,256.0,159.05,151.61,243.885
102,box,164.52,144.03,180.03,159.14,151.58499999999998,172.275
102,box,228.44,144.11,255.88,159.05,151.58,242.16
102,mario,112.1,185.19,125.27,200.0,192.595,118.685
102,goomba,252.33,191.42,255.94,208.61,200.015,254.135
103,box,161.52,144.04,177.0,159.14,151.58999999999997,169.26
103,box,225.63,144.15,256.0,159.03,151.59,240.815
103,mario,111.71,190.18,125.39,205.54,197.86,118.55
103,goomba,249.17,192.07,256.0,208.47,200.26999999999998,252.58499999999998
104,box,222.91,144.04,254.85,159.13,151.58499999999998,238.88
104,box,158.56,144.06,173.97,159.04,151.55,166.265
104,mario,114.1,192.07,125.98,206.82,199.445,120.03999999999999
104,goomba,244.94,192.77,256.0,209.01,200.89,250.47
105,box,219.69,144.04,255.97,159.18,151.61,237.82999999999998
105,box,155.62,144.06,170.94,159.06,151.56,163.28
105,box,251.82,80.09,256.0,94.91,87.5,253.91
105,mario,114.82,193.42,125.16,207.34,200.38,119.99
105,goomba,242.24,192.69,256.0,208.29,200.49,249.12
106,box,216.52,144.01,256.0,159.08,151.54500000000002,236.26
106,box,152.62,144.06,167.94,159.08,151.57,160.28
106,goomba,238.17,192.74,253.01,208.61,200.675,245.58999999999997
106,mario,112.6,192.87,125.14,207.02,199.945,118.87
106,box,249.09,79.98,256.0,95.11,87.545,252.54500000000002
107,box,149.47,144.05,164.98,159.1,151.575,157.225
107,goomba,234.17,192.68,249.01,208.7,200.69,241.58999999999997
107,box,245.96,80.06,255.91,95.03,87.545,250.935
107,mario,113.0,187.18,126.84,202.01,194.595,119.92
107,box,213.72,144.01,256.0,159.01,151.51,234.86
108,box,146.44,144.05,162.02,159.11,151.58,154.23000000000002
108,box,210.71,144.0,256.0,159.07,151.535,233.35500000000002
108,mario,112.23,181.14,126.78,196.56,188.85,119.505
108,box,243.03,80.04,255.93,95.1,87.57,249.48000000000002
108,goomba,231.13,192.71,246.0,208.45,200.57999999999998,238.565
109,box,208.27,144.02,256.0,159.1,151.56,232.135
109,mario,112.31,176.13,126.61,191.67,183.89999999999998,119.46000000000001
109,box,143.45,144.04,159.05,159.11,151.575,151.25
109,box,240.24,80.05,255.59,95.11,87.58,247.91500000000002
109,goomba,227.23,192.71,242.0,208.5,200.60500000000002,234.615
110,box,140.46,144.04,156.01,159.11,151.575,148.235
110,mario,112.26,171.98,126.58,187.84,179.91,119.42
110,box,237.14,80.04,252.13,95.11,87.575,244.635
110,goomba,223.17,192.7,237.91,208.14,200.42,230.54
110,box,207.65,144.08,255.33,159.06,151.57,231.49
111,box,202.04,144.07,255.37,159.1,151.58499999999998,228.70499999999998
111,box,137.44,144.04,153.0,159.1,151.57,145.22
111,mario,112.23,168.05,126.83,183.81,175.93,119.53
111,box,234.18,80.03,249.09,95.1,87.565,241.635
111,goomba,220.2,192.73,234.99,208.15,200.44,227.595
112,box,199.66,144.13,255.66,159.02,151.575,227.66
112,mario,112.28,166.03,126.57,181.75,173.89,119.425
112,box,134.5,144.03,149.93,159.1,151.565,142.215
112,box,230.89,80.04,246.02,95.09,87.565,238.45499999999998
112,goomba,216.08,192.68,230.96,208.22,200.45,223.52
113,box,131.52,144.03,146.97,159.09,151.56,139.245
113,mario,112.22,164.17,126.74,179.73,171.95,119.47999999999999
113,box,228.27,80.03,243.04,95.09,87.56,235.655
113,goomba,212.99,192.69,227.97,208.1,200.39499999999998,220.48000000000002
113,box,200.46,144.22,254.85,158.93,151.575,227.655
114,mario,112.29,163.11,126.59,178.75,170.93,119.44
114,box,128.62,144.02,143.89,159.11,151.565,136.255
114,box,225.36,80.03,239.96,95.09,87.56,232.66000000000003
114,goomba,209.0,192.72,224.04,208.28,200.5,216.51999999999998
114,box,193.94,144.16,255.54,158.97,151.565,224.74
115,mario,112.29,163.18,126.57,178.75,170.965,119.43
115,goomba,205.14,192.57,219.92,208.38,200.475,212.52999999999997
115,box,125.62,144.03,140.93,159.11,151.57,133.275
115,box,222.36,80.01,236.98,95.1,87.555,229.67000000000002
115,box,189.34,144.15,255.85,159.01,151.57999999999998,222.595
116,box,122.55,144.02,137.94,159.13,151.575,130.245
116,box,219.01,80.03,233.97,95.12,87.575,226.49
116,mario,112.22,164.24,126.72,179.75,171.995,119.47
116,goomba,202.13,192.63,216.91,208.35,200.49,209.51999999999998
116,box,186.0,144.22,255.95,158.95,151.58499999999998,220.975
117,box,119.71,144.03,135.02,159.15,151.59,127.36500000000001
117,box,216.33,80.02,230.98,95.13,87.57499999999999,223.655
117,goomba,198.22,192.66,212.92,208.33,200.495,205.57
117,mario,112.24,165.08,126.78,180.81,172.945,119.50999999999999
117,box,183.66,144.22,256.0,158.98,151.6,219.82999999999998
118,box,116.48,144.03,132.0,159.15,151.59,124.24000000000001
118,mario,112.23,167.95,126.79,183.82,175.885,119.51
118,box,213.17,80.02,227.97,95.14,87.58,220.57
118,goomba,194.16,192.76,208.84,208.3,200.53,201.5
118,box,180.9,144.22,256.0,158.9,151.56,218.45
119,box,113.52,144.04,129.0,159.15,151.595,121.25999999999999
119,mario,112.18,170.91,126.79,186.85,178.88,119.48500000000001
119,box,210.35,80.05,224.97,95.08,87.565,217.66
119,goomba,191.19,192.79,205.8,208.35,200.57,198.495
119,box,177.04,144.23,256.0,158.81,151.51999999999998,216.51999999999998
120,mario,112.27,174.92,126.7,190.7,182.81,119.485
120,box,206.84,80.06,221.96,95.06,87.56,214.4
120,goomba,187.1,192.8,201.85,208.41,200.60500000000002,194.475
120,box,110.49,144.05,125.97,159.04,151.54500000000002,118.22999999999999
120,box,174.94,144.2,254.0,158.84,151.51999999999998,214.47
121,box,107.59,144.06,122.93,159.06,151.56,115.26
121,box,203.91,80.06,218.92,95.07,87.565,211.415
121,mario,112.2,180.15,126.77,195.69,187.92000000000002,119.485
121,box,172.14,144.22,251.8,158.81,151.515,211.97
121,goomba,184.15,192.8,198.93,208.0,200.4,191.54000000000002
122,mario,112.26,185.15,126.66,200.24,192.695,119.46000000000001
122,box,104.6,144.06,119.96,159.08,151.57,112.28
122,box,201.1,80.06,215.96,95.1,87.58,208.53
122,box,169.5,144.19,248.7,158.83,151.51,209.1
122,goomba,180.07,192.88,195.09,208.07,200.475,187.57999999999998
123,box,101.29,144.11,116.99,159.06,151.585,109.14
123,box,197.91,80.11,212.99,95.08,87.595,205.45
123,goomba,176.26,192.78,191.05,208.21,200.495,183.655
123,box,165.53,144.23,245.82,158.83,151.53,205.675
123,mario,112.46,189.98,127.02,205.65,197.815,119.74
124,box,99.41,144.09,115.01,159.05,151.57,107.21000000000001
124,box,195.92,80.09,211.07,95.06,87.575,203.495
124,mario,114.18,193.3,124.98,207.27,200.28500000000003,119.58000000000001
124,box,163.29,144.25,244.46,158.78,151.515,203.875
124,goomba,174.07,192.93,188.99,207.99,200.46,181.53
125,box,96.44,144.09,111.95,159.07,151.57999999999998,104.195
125,box,192.63,80.1,207.99,95.06,87.58,200.31
125,box,160.43,144.23,241.31,158.81,151.51999999999998,200.87
125,mario,112.14,187.3,126.96,202.51,194.905,119.55
125,goomba,170.19,192.85,185.01,208.15,200.5,177.6
126,mario,112.43,181.14,126.91,196.57,188.855,119.67
126,box,93.35,144.09,108.95,159.06,151.575,101.15
126,box,189.81,80.09,204.98,95.06,87.575,197.39499999999998
126,goomba,166.27,192.83,181.02,208.23,200.53,173.645
126,box,156.93,144.24,238.23,158.76,151.5,197.57999999999998
127,box,90.38,144.08,105.96,159.09,151.585,98.16999999999999
127,box,186.92,80.08,201.97,95.08,87.58,194.445
127,box,154.19,144.23,235.22,158.81,151.51999999999998,194.70499999999998
127,goomba,163.3,192.86,178.02,208.17,200.515,170.66000000000003
127,mario,112.35,175.06,126.76,190.08,182.57,119.555
128,box,87.47,144.08,103.0,159.1,151.59,95.235
128,box,184.1,80.07,198.99,95.08,87.57499999999999,191.54500000000002
128,mario,112.21,170.11,126.77,185.8,177.955,119.49
128,box,151.01,144.24,232.06,158.79,151.515,191.535
128,goomba,159.24,192.9,173.91,208.19,200.54500000000002,166.575
129,box,84.92,143.97,100.04,159.03,151.5,92.48
129,box,148.63,144.21,229.2,158.82,151.515,188.915
129,mario,112.26,165.03,126.86,180.85,172.94,119.56
129,box,181.41,79.99,196.02,94.96,87.475,188.715
129,goomba,156.21,192.91,170.9,208.53,200.72,163.555
130,mario,112.28,160.17,126.65,175.79,167.98,119.465
130,box,178.51,80.0,193.05,94.97,87.485,185.78
130,goomba,152.12,192.84,166.82,208.77,200.805,159.47
130,box,81.96,144.0,97.06,158.94,151.47,89.50999999999999
130,box,145.16,144.24,225.96,158.8,151.52,185.56
131,mario,112.33,156.08,126.61,171.74,163.91000000000003,119.47
131,goomba,148.08,192.83,162.91,208.82,200.825,155.495
131,box,175.42,80.0,190.06,94.97,87.485,182.74
131,box,79.06,144.0,94.05,158.94,151.47,86.555
131,box,142.82,144.21,223.06,158.83,151.52,182.94
132,box,172.65,80.0,187.03,94.98,87.49000000000001,179.84
132,box,76.13,144.0,91.03,158.96,151.48000000000002,83.58
132,mario,112.26,152.11,126.85,167.85,159.98000000000002,119.555
132,goomba,145.08,192.9,159.93,208.94,200.92000000000002,152.505
132,box,139.16,144.23,219.94,158.82,151.52499999999998,179.55
133,goomba,141.11,192.73,155.8,208.81,200.76999999999998,148.455
133,box,169.58,79.99,184.07,94.98,87.485,176.825
133,mario,112.35,150.12,126.57,165.74,157.93,119.46
133,box,73.29,143.99,88.07,158.96,151.47500000000002,80.68
133,box,137.07,144.18,217.15,158.84,151.51,177.11
134,box,166.44,80.0,181.06,95.0,87.5,173.75
134,box,70.21,144.0,85.06,158.99,151.495,77.63499999999999
134,box,133.42,144.22,213.66,158.82,151.51999999999998,173.54
134,goomba,137.11,192.9,151.91,208.7,200.8,144.51
134,mario,112.27,148.25,126.78,163.78,156.015,119.525
135,box,68.2,144.01,83.11,159.0,151.505,75.655
135,box,164.51,80.01,179.15,95.0,87.505,171.82999999999998
135,mario,112.34,147.19,126.6,162.73,154.95999999999998,119.47
135,goomba,135.1,192.85,149.81,208.5,200.675,142.45499999999998
135,box,131.32,144.22,212.57,158.76,151.49,171.945
136,box,65.17,144.01,80.06,159.01,151.51,72.61500000000001
136,box,161.55,80.01,176.07,95.01,87.51,168.81
136,goomba,131.15,192.86,145.87,208.23,200.54500000000002,138.51
136,box,128.92,144.22,209.57,158.8,151.51,169.245
136,mario,112.35,147.22,126.32,162.71,154.965,119.335
137,box,61.36,144.09,76.95,159.06,151.575,69.155
137,box,157.85,80.09,172.99,95.06,87.575,165.42000000000002
137,goomba,128.23,192.83,142.94,208.13,200.48000000000002,135.58499999999998
137,box,126.15,144.25,206.25,158.79,151.51999999999998,166.2
137,mario,112.35,148.25,126.95,163.65,155.95,119.65
138,box,58.41,144.08,73.97,159.09,151.585,66.19
138,box,154.64,80.09,169.99,95.08,87.58500000000001,162.315
138,box,123.3,144.23,203.15,158.82,151.52499999999998,163.225
138,mario,111.37,150.08,125.97,165.64,157.86,118.67
138,goomba,124.24,193.02,139.01,208.22,200.62,131.625
138,pipe,251.08,175.97,255.87,207.4,191.685,253.47500000000002
139,box,58.42,144.08,73.97,159.09,151.585,66.195
139,box,154.66,80.09,169.99,95.08,87.58500000000001,162.325
139,box,122.77,144.22,203.13,158.81,151.515,162.95
139,goomba,123.13,193.06,138.05,208.43,200.745,130.59
139,mario,110.34,152.24,124.99,167.91,160.075,117.66499999999999
139,pipe,251.08,175.97,255.88,207.4,191.685,253.48000000000002
140,box,122.69,144.21,203.1,158.8,151.505,162.89499999999998
140,box,58.42,144.08,73.97,159.09,151.585,66.195
140,box,154.62,80.09,169.99,95.08,87.58500000000001,162.305
140,goomba,123.13,193.09,138.04,208.43,200.76,130.58499999999998
140,mario,110.32,155.08,124.87,170.93,163.005,117.595
140,pipe,251.08,175.97,255.88,207.4,191.685,253.48000000000002
141,box,122.61,144.2,203.09,158.8,151.5,162.85
141,box,58.43,144.08,73.97,159.09,151.585,66.2
141,box,154.64,80.09,169.99,95.08,87.58500000000001,162.315
141,mario,110.38,159.07,124.51,174.7,166.885,117.445
141,goomba,122.22,193.03,137.03,208.58,200.805,129.625
141,pipe,251.08,175.96,255.88,207.41,191.685,253.48000000000002
142,box,122.55,144.21,203.11,158.8,151.505,162.83
142,box,58.43,144.08,73.97,159.09,151.585,66.2
142,box,154.61,80.09,170.0,95.08,87.58500000000001,162.305
142,mario,110.29,164.23,124.76,179.73,171.98,117.525
142,goomba,121.23,193.09,136.05,208.41,200.75,128.64000000000001
142,pipe,251.08,175.96,255.87,207.4,191.68,253.47500000000002
143,box,122.6,144.21,203.11,158.81,151.51,162.85500000000002
143,box,58.41,144.08,73.97,159.09,151.585,66.19
143,box,154.56,80.09,170.0,95.08,87.58500000000001,162.28
143,mario,110.41,169.09,124.54,184.62,176.85500000000002,117.475
143,goomba,121.24,193.06,136.06,208.36,200.71,128.65
143,pipe,251.08,175.97,255.87,207.4,191.685,253.47500000000002
144,box,122.54,144.21,203.11,158.8,151.505,162.82500000000002
144,box,58.42,144.08,73.97,159.09,151.585,66.195
144,box,154.56,80.09,170.0,95.08,87.58500000000001,162.28
144,mario,111.23,174.14,125.78,189.47,181.805,118.505
144,pipe,251.08,175.97,255.87,207.4,191.685,253.47500000000002
144,goomba,120.2,192.91,134.85,208.12,200.515,127.525
145,box,122.57,144.22,203.0,158.79,151.505,162.785
145,box,154.73,80.03,170.0,95.12,87.575,162.365
145,box,58.58,144.03,73.97,159.12,151.575,66.275
145,mario,111.38,179.19,125.78,194.49,186.84,118.58
145,goomba,120.2,192.85,134.75,208.26,200.555,127.475
145,pipe,251.08,175.96,255.88,207.39,191.675,253.48000000000002
146,box,122.63,144.22,202.98,158.8,151.51,162.805
146,box,58.56,144.03,73.96,159.12,151.575,66.25999999999999
146,box,154.72,80.03,169.99,95.12,87.575,162.35500000000002
146,goomba,119.76,195.25,133.28,208.37,201.81,126.52000000000001
146,mario,111.37,184.18,126.81,199.95,192.065,119.09
146,pipe,251.08,175.96,255.88,207.39,191.675,253.48000000000002
147,box,122.63,144.21,203.01,158.79,151.5,162.82
147,box,154.76,80.03,169.99,95.12,87.575,162.375
147,box,58.58,144.03,73.96,159.12,151.575,66.27
147,mario,111.31,189.29,130.4,205.01,197.14999999999998,120.855
147,goomba,119.86,197.12,132.42,208.23,202.675,126.13999999999999
147,pipe,251.08,175.96,255.88,207.4,191.68,253.48000000000002
147,goomba,120.22,202.19,131.78,208.85,205.51999999999998,126.0
148,box,122.64,144.21,202.97,158.79,151.5,162.805
148,box,154.75,80.03,169.99,95.12,87.575,162.37
148,box,58.57,144.03,73.96,159.12,151.575,66.265
148,mario,112.33,185.28,126.63,200.48,192.88,119.47999999999999
148,pipe,251.08,175.96,255.88,207.4,191.68,253.48000000000002
148,goomba,119.09,202.02,132.92,208.19,205.10500000000002,126.005
149,box,122.63,144.21,202.96,158.8,151.505,162.79500000000002
149,mario,112.37,182.21,126.63,197.6,189.905,119.5
149,box,154.74,80.03,169.99,95.12,87.575,162.365
149,box,58.58,144.03,73.96,159.12,151.575,66.27
149,goomba,118.58,202.27,132.85,208.01,205.14,125.715
149,pipe,251.08,175.96,255.88,207.4,191.68,253.48000000000002
150,box,122.62,144.21,202.97,158.8,151.505,162.79500000000002
150,box,154.73,80.03,169.99,95.12,87.575,162.36
150,box,58.57,144.03,73.97,159.12,151.575,66.27
150,mario,112.23,179.93,126.85,195.52,187.72500000000002,119.53999999999999
150,goomba,118.61,202.36,132.84,208.06,205.21,125.725
150,pipe,251.08,175.96,255.88,207.39,191.675,253.48000000000002
151,box,122.6,144.21,202.99,158.79,151.5,162.79500000000002
151,box,154.76,80.03,169.99,95.12,87.575,162.375
151,box,58.59,144.03,73.96,159.12,151.575,66.275
151,mario,113.32,177.94,127.61,193.48,185.70999999999998,120.465
151,goomba,118.61,202.39,132.77,208.03,205.20999999999998,125.69
151,pipe,251.08,175.97,255.88,207.4,191.685,253.48000000000002
152,box,122.59,144.21,202.99,158.79,151.5,162.79000000000002
152,box,154.77,80.03,169.99,95.12,87.575,162.38
152,box,58.59,144.03,73.96,159.12,151.575,66.275
152,mario,113.22,176.92,127.8,192.6,184.76,120.50999999999999
152,goomba,118.6,202.37,132.79,208.05,205.21,125.695
152,pipe,251.08,175.97,255.88,207.4,191.685,253.48000000000002
153,box,122.62,144.21,202.98,158.79,151.5,162.8
153,box,154.77,80.03,169.99,95.12,87.575,162.38
153,mario,114.15,177.0,128.72,192.5,184.75,121.435
153,box,58.59,144.03,73.96,159.12,151.575,66.275
153,goomba,118.62,202.38,132.76,208.04,205.20999999999998,125.69
153,pipe,251.08,175.97,255.88,207.4,191.685,253.48000000000002
154,box,122.63,144.21,202.98,158.79,151.5,162.805
154,box,154.78,80.03,169.99,95.12,87.575,162.385
154,box,58.6,144.03,73.95,159.12,151.575,66.275
154,mario,114.31,178.27,128.78,193.52,185.895,121.545
154,goomba,118.65,202.4,132.74,208.02,205.21,125.69500000000001
154,pipe,251.08,175.96,255.88,207.4,191.68,253.48000000000002
155,box,153.77,80.04,169.03,95.09,87.565,161.4
155,box,57.6,144.04,72.99,159.09,151.565,65.295
155,mario,114.16,180.34,128.79,195.53,187.935,121.475
155,box,121.78,144.21,202.6,158.8,151.505,162.19
155,goomba,116.83,202.34,131.48,208.15,205.245,124.155
155,pipe,250.3,176.02,255.98,206.91,191.465,253.14
156,box,153.79,80.04,169.03,95.09,87.565,161.41
156,box,57.6,144.04,72.99,159.09,151.565,65.295
156,mario,114.16,183.3,128.82,198.68,190.99,121.49
156,box,121.8,144.21,202.6,158.8,151.505,162.2
156,goomba,116.7,202.25,131.17,208.27,205.26,123.935
156,pipe,250.3,176.02,255.98,206.91,191.465,253.14
157,box,152.88,80.06,167.94,95.09,87.575,160.41
157,box,56.7,144.06,71.94,159.08,151.57,64.32
157,box,121.01,144.19,200.7,158.81,151.5,160.855
157,mario,114.16,186.37,128.81,201.64,194.005,121.485
157,pipe,248.82,175.97,255.83,207.01,191.49,252.325
157,goomba,115.88,198.91,129.74,208.79,203.85,122.81
158,box,152.85,80.06,167.94,95.08,87.57,160.39499999999998
158,box,56.68,144.06,71.94,159.07,151.565,64.31
158,box,120.97,144.2,200.77,158.81,151.505,160.87
158,mario,114.11,190.23,128.93,205.99,198.11,121.52000000000001
