iteration,class,top,left,bottom,right,center_x,center_y
105,mario,112.22,188.76,126.74,204.84,196.8,119.47999999999999
105,box,205.57,144.02,220.94,159.09,151.555,213.255
106,box,203.59,144.06,218.93,159.05,151.555,211.26
106,mario,114.5,192.25,125.63,207.06,199.655,120.065
107,box,201.54,144.04,217.04,159.08,151.56,209.29
107,mario,114.48,193.43,125.81,207.6,200.515,120.14500000000001
108,box,199.64,144.03,215.02,159.14,151.58499999999998,207.32999999999998
108,mario,112.32,187.06,127.04,202.95,195.005,119.68
109,box,197.54,144.05,212.98,159.09,151.57,205.26
109,mario,112.26,180.98,126.88,196.87,188.925,119.57
110,mario,112.3,174.88,126.66,190.78,182.82999999999998,119.47999999999999
110,box,195.62,144.03,211.01,159.07,151.55,203.315
111,box,192.66,144.03,207.96,159.08,151.555,200.31
111,mario,112.24,170.02,126.73,185.78,177.9,119.485
112,mario,112.29,165.96,126.57,181.78,173.87,119.43
112,box,190.53,144.06,205.97,159.03,151.54500000000002,198.25
113,mario,112.29,163.08,126.58,178.79,170.935,119.435
113,box,188.49,144.04,204.08,159.09,151.565,196.28500000000003
114,box,186.55,144.03,201.99,159.12,151.575,194.27
114,mario,112.24,161.17,126.77,176.8,168.985,119.505
115,box,183.66,144.03,199.04,159.13,151.57999999999998,191.35
115,mario,112.27,160.16,126.61,175.79,167.975,119.44
115,box,247.62,144.27,256.0,159.03,151.65,251.81
116,mario,112.29,158.98,126.64,174.77,166.875,119.465
116,box,181.54,144.05,197.0,159.09,151.57,189.26999999999998
116,box,245.53,144.3,256.0,158.94,151.62,250.765
117,box,178.44,144.05,194.04,159.09,151.57,186.24
117,mario,112.28,159.0,126.64,174.76,166.88,119.46000000000001
117,box,242.55,144.29,255.9,158.96,151.625,249.22500000000002
118,mario,112.27,160.19,126.62,175.78,167.985,119.445
118,box,176.6,144.03,191.97,159.08,151.555,184.285
118,box,240.57,144.33,256.0,159.0,151.66500000000002,248.285
119,mario,112.33,161.96,126.69,177.71,169.835,119.50999999999999
119,box,173.52,144.02,188.92,159.11,151.565,181.22
119,box,237.58,144.29,256.0,159.01,151.64999999999998,246.79000000000002
120,box,171.59,144.06,186.93,159.05,151.555,179.26
120,mario,112.22,164.18,126.74,179.76,171.97,119.47999999999999
120,box,235.55,144.22,256.0,159.02,151.62,245.775
121,box,168.41,144.11,183.98,159.04,151.575,176.195
121,mario,112.25,168.08,126.82,183.79,175.935,119.535
121,box,232.47,144.18,256.0,159.07,151.625,244.235
122,box,165.23,144.1,180.97,159.06,151.57999999999998,173.1
122,mario,112.24,172.0,126.59,187.77,179.885,119.41499999999999
122,box,229.31,144.13,256.0,159.08,151.60500000000002,242.655
122,goomba,251.32,193.31,255.93,208.37,200.84,253.625
123,box,163.37,144.09,179.01,159.06,151.575,171.19
123,mario,112.16,177.1,126.73,192.91,185.005,119.445
123,box,227.53,144.13,255.98,159.11,151.62,241.755
123,goomba,248.13,192.3,256.0,208.89,200.595,252.065
124,box,224.95,144.15,256.0,159.06,151.60500000000002,240.475
124,box,160.4,144.09,175.95,159.07,151.57999999999998,168.175
124,mario,112.27,182.11,126.68,197.18,189.645,119.475
124,goomba,244.94,192.78,256.0,208.83,200.805,250.47
125,box,222.91,144.09,254.79,159.1,151.595,238.85
125,mario,112.37,187.24,126.8,201.94,194.59,119.58500000000001
125,box,158.37,144.11,174.02,159.0,151.555,166.195
125,goomba,242.08,192.72,255.96,208.31,200.515,249.02
126,box,219.68,144.11,255.97,159.12,151.615,237.825
126,box,155.44,144.11,170.98,159.01,151.56,163.20999999999998
126,goomba,238.09,192.75,252.96,208.1,200.425,245.525
126,mario,112.4,192.56,126.86,207.67,200.115,119.63
126,box,251.74,80.17,255.99,94.87,87.52000000000001,253.865
127,box,216.48,144.07,256.0,159.03,151.55,236.24
127,box,152.42,144.11,167.97,159.04,151.575,160.195
127,goomba,235.13,192.73,249.89,208.12,200.425,242.51
127,mario,115.09,193.67,125.17,207.07,200.37,120.13
127,box,248.92,80.05,256.0,95.03,87.53999999999999,252.45999999999998
128,box,149.31,144.1,165.0,159.06,151.57999999999998,157.155
128,box,245.77,80.12,255.87,94.99,87.555,250.82
128,goomba,231.1,192.74,246.01,208.18,200.46,238.555
128,mario,112.85,192.7,124.94,207.31,200.005,118.895
128,box,213.84,144.08,256.0,159.1,151.59,234.92000000000002
129,box,243.51,79.99,256.0,94.94,87.465,249.755
129,box,210.9,143.95,255.9,158.98,151.46499999999997,233.4
129,box,147.17,144.0,162.06,159.01,151.505,154.615
129,goomba,228.07,192.69,242.97,208.11,200.4,235.51999999999998
129,mario,112.91,192.38,125.18,207.1,199.74,119.045
130,box,240.62,80.0,255.82,95.0,87.5,248.22
130,goomba,224.2,192.55,238.92,208.25,200.4,231.56
130,box,144.23,143.99,159.07,159.01,151.5,151.64999999999998
130,box,208.93,143.98,256.0,159.0,151.49,232.465
130,mario,112.66,192.01,126.03,207.71,199.86,119.345
131,box,141.03,144.0,156.07,159.02,151.51,148.55
131,box,237.46,80.0,252.15,95.03,87.515,244.805
131,goomba,220.18,192.7,234.98,208.32,200.51,227.57999999999998
131,mario,112.25,187.27,126.81,201.97,194.62,119.53
131,box,206.9,144.04,255.67,159.0,151.51999999999998,231.285
132,box,202.26,144.05,255.88,159.03,151.54000000000002,229.07
132,box,138.02,144.01,153.12,159.02,151.515,145.57
132,box,234.45,80.01,249.2,95.03,87.52000000000001,241.825
132,mario,112.0,181.09,126.84,196.47,188.78,119.42
132,goomba,217.16,192.65,231.99,208.28,200.465,224.575
133,box,200.14,144.13,255.62,158.98,151.555,227.88
133,mario,112.14,176.1,126.64,191.85,183.975,119.39
133,box,231.36,80.01,246.14,95.02,87.515,238.75
133,box,134.87,144.01,150.06,159.04,151.52499999999998,142.465
133,goomba,213.07,192.66,227.89,208.26,200.45999999999998,220.48
134,mario,112.22,171.96,126.6,187.72,179.84,119.41
134,box,132.0,144.0,147.07,159.02,151.51,139.535
134,box,228.65,80.01,243.14,95.01,87.51,235.89499999999998
134,goomba,209.07,192.72,223.96,208.24,200.48000000000002,216.515
134,box,196.25,144.12,255.8,159.0,151.56,226.025
135,box,128.94,144.0,144.03,159.02,151.51,136.485
135,box,225.64,80.0,240.06,95.01,87.505,232.85
135,mario,112.22,168.04,126.82,183.8,175.92000000000002,119.52
135,goomba,206.08,192.71,220.98,208.31,200.51,213.53
135,box,193.09,144.18,256.0,158.94,151.56,224.54500000000002
136,mario,112.26,166.07,126.58,181.74,173.905,119.42
136,box,222.62,80.0,237.05,95.01,87.505,229.835
136,box,126.03,144.0,141.01,159.02,151.51,133.51999999999998
136,goomba,202.13,192.62,216.86,208.35,200.485,209.495
136,box,189.17,144.14,256.0,158.99,151.565,222.58499999999998
137,box,122.94,143.98,138.0,159.03,151.505,130.47
137,box,219.41,79.99,233.97,95.02,87.505,226.69
137,mario,112.22,164.22,126.73,179.75,171.985,119.475
137,goomba,199.15,192.76,213.99,208.03,200.39499999999998,206.57
137,box,185.56,144.2,256.0,158.95,151.575,220.78
138,box,120.05,143.98,135.04,159.01,151.495,127.54499999999999
138,mario,112.3,163.17,126.57,178.77,170.97,119.435
138,goomba,195.27,192.76,210.02,208.13,200.445,202.645
138,box,216.64,80.0,231.0,94.96,87.47999999999999,223.82
138,box,183.23,144.21,256.0,158.97,151.59,219.615
139,box,116.37,144.08,132.0,159.11,151.59500000000003,124.185
139,mario,112.32,163.13,126.53,178.78,170.95499999999998,119.425
139,box,213.16,80.07,227.96,95.1,87.585,220.56
139,goomba,191.16,192.8,205.9,208.13,200.465,198.53
139,box,180.09,144.25,256.0,158.91,151.57999999999998,218.04500000000002
140,box,113.39,144.08,129.01,159.13,151.60500000000002,121.19999999999999
140,mario,112.24,164.22,126.67,179.79,172.005,119.455
140,box,210.25,80.1,224.97,95.03,87.565,217.61
140,goomba,188.24,192.85,203.0,208.12,200.485,195.62
140,box,177.12,144.23,256.0,158.83,151.53,216.56
141,mario,112.24,164.96,126.79,180.83,172.895,119.515
141,box,110.33,144.07,125.98,159.14,151.605,118.155
141,box,206.79,80.11,221.99,95.02,87.565,214.39
141,box,174.92,144.2,254.39,158.85,151.52499999999998,214.65499999999997
141,goomba,184.15,192.85,198.95,208.17,200.51,191.55
142,box,107.42,144.1,122.97,159.0,151.55,115.195
142,box,203.96,80.11,218.96,95.04,87.575,211.46
142,mario,112.22,167.89,126.83,183.85,175.87,119.525
142,box,171.6,144.24,251.75,158.82,151.53,211.675
142,goomba,180.14,192.91,195.03,208.18,200.54500000000002,187.58499999999998
143,box,104.37,144.1,119.97,159.04,151.57,112.17
143,mario,112.22,170.94,126.83,186.86,178.9,119.525
143,box,201.12,80.11,215.99,95.07,87.59,208.555
143,goomba,177.16,192.91,192.06,208.19,200.55,184.61
143,box,169.03,144.18,248.98,158.84,151.51,209.005
144,mario,112.36,175.0,126.84,190.6,182.8,119.6
144,box,101.27,144.11,116.98,159.06,151.585,109.125
144,box,197.97,80.11,212.99,95.08,87.595,205.48000000000002
144,goomba,173.25,192.76,188.01,208.35,200.555,180.63
144,box,165.33,144.22,245.73,158.83,151.525,205.53
145,box,98.44,144.05,114.05,159.1,151.575,106.245
145,mario,112.25,180.19,126.91,195.12,187.655,119.58
145,box,194.97,80.05,210.08,95.11,87.58,202.525
145,goomba,170.19,192.73,184.88,208.45,200.58999999999997,177.535
145,box,163.41,144.2,242.59,158.83,151.515,203.0
146,box,95.53,144.05,111.04,159.1,151.575,103.285
146,box,191.75,80.05,207.05,95.1,87.57499999999999,199.4
146,mario,112.4,185.26,126.68,200.44,192.85,119.54
146,box,160.03,144.25,239.46,158.82,151.535,199.745
146,goomba,166.16,192.78,180.84,208.9,200.84,173.5
147,box,92.5,144.04,108.08,159.09,151.565,100.28999999999999
147,box,188.9,80.04,204.11,95.1,87.57,196.505
147,mario,112.15,190.05,126.96,205.77,197.91000000000003,119.555
147,goomba,162.12,192.87,176.82,208.96,200.91500000000002,169.47
147,box,156.8,144.23,237.79,158.77,151.5,197.29500000000002
148,box,89.54,144.04,105.0,159.08,151.56,97.27000000000001
148,box,185.97,80.04,201.03,95.09,87.565,193.5
148,box,153.97,144.26,233.83,158.83,151.54500000000002,193.9
148,mario,114.48,193.23,125.42,207.18,200.20499999999998,119.95
148,goomba,159.08,192.8,173.75,208.91,200.85500000000002,166.41500000000002
149,box,87.66,144.03,103.02,159.13,151.57999999999998,95.34
149,box,184.12,80.02,199.0,95.12,87.57,191.56
149,box,151.42,144.25,232.02,158.77,151.51,191.72
149,goomba,156.06,192.8,170.84,208.73,200.765,163.45
149,mario,114.37,192.21,125.94,206.8,199.505,120.155
150,box,180.75,80.03,196.02,95.14,87.58500000000001,188.385
150,box,84.55,144.03,100.02,159.15,151.59,92.285
150,box,148.97,144.24,228.76,158.81,151.525,188.865
150,goomba,152.05,192.86,166.78,208.46,200.66000000000003,159.41500000000002
150,mario,111.57,187.13,126.68,202.26,194.695,119.125
151,box,81.59,144.04,97.0,159.13,151.58499999999998,89.295
151,mario,112.0,181.05,126.66,196.61,188.83,119.33
151,goomba,148.99,192.89,163.79,208.56,200.725,156.39
151,box,145.27,144.24,225.88,158.78,151.51,185.575
151,box,177.96,80.05,192.97,95.05,87.55,185.465
152,mario,112.21,176.02,126.69,191.83,183.925,119.44999999999999
152,box,143.06,144.22,222.62,158.82,151.51999999999998,182.84
152,box,174.93,80.06,189.95,95.06,87.56,182.44
152,goomba,145.07,192.99,159.86,208.23,200.61,152.465
152,box,78.56,144.06,93.96,159.03,151.54500000000002,86.25999999999999
153,mario,112.3,172.03,126.76,187.72,179.875,119.53
153,box,75.64,144.06,90.92,159.05,151.555,83.28
153,box,172.09,80.06,186.93,95.08,87.57,179.51
153,box,139.15,144.21,219.95,158.8,151.505,179.55
153,goomba,142.09,193.05,156.96,208.19,200.62,149.525
154,box,137.3,144.18,216.57,158.82,151.5,176.935
154,box,168.96,80.06,183.96,95.09,87.575,176.46
154,box,72.71,144.06,87.94,159.07,151.565,80.32499999999999
154,goomba,138.24,192.98,152.95,208.32,200.64999999999998,145.595
154,mario,112.24,168.01,126.66,183.71,175.86,119.44999999999999
155,mario,112.26,165.99,126.77,181.77,173.88,119.515
155,box,165.79,80.06,180.98,95.1,87.58,173.385
155,box,69.65,144.05,84.97,159.1,151.575,77.31
155,box,133.6,144.21,213.65,158.81,151.51,173.625
155,goomba,134.26,192.98,149.07,208.62,200.8,141.665
156,box,131.25,144.18,210.67,158.82,151.5,170.95999999999998
156,mario,112.3,164.15,126.64,179.7,171.925,119.47
156,box,66.61,144.05,82.05,159.1,151.575,74.33
156,box,163.05,80.05,178.08,95.11,87.58,170.565
156,goomba,131.26,193.02,146.04,208.6,200.81,138.64999999999998
157,mario,112.25,163.02,126.74,178.74,170.88,119.495
157,box,63.61,144.05,79.03,159.1,151.575,71.32
157,box,160.11,80.05,175.07,95.11,87.58,167.59
157,box,127.79,144.23,207.53,158.82,151.52499999999998,167.66
157,goomba,127.2,193.04,141.98,208.47,200.755,134.59
158,mario,112.26,163.04,126.75,178.71,170.875,119.505
158,box,60.59,144.04,76.07,159.09,151.565,68.33
158,goomba,123.17,193.12,137.96,208.32,200.72,130.565
158,box,157.02,80.04,172.12,95.11,87.575,164.57
158,box,125.18,144.2,204.61,158.8,151.5,164.895
158,pipe,252.35,175.92,255.99,207.49,191.70499999999998,254.17000000000002
159,box,153.85,80.04,169.03,95.09,87.565,161.44
159,box,57.65,144.04,72.99,159.09,151.565,65.32
159,box,121.8,144.22,202.68,158.8,151.51,162.24
159,mario,112.34,164.19,126.67,179.62,171.905,119.505
159,goomba,120.15,193.1,134.91,208.31,200.70499999999998,127.53
159,pipe,250.29,176.02,255.99,206.9,191.46,253.14
160,pipe,246.84,175.99,255.89,207.45,191.72,251.365
160,box,54.7,144.04,70.01,159.08,151.56,62.355000000000004
160,box,151.21,80.04,166.06,95.09,87.565,158.635
160,mario,112.28,165.09,126.76,180.56,172.825,119.52000000000001
160,box,118.68,144.21,199.46,158.74,151.47500000000002,159.07
160,goomba,116.15,193.05,130.94,208.23,200.64,123.545
161,box,51.71,144.04,66.95,159.08,151.56,59.33
161,box,148.26,80.03,162.99,95.09,87.56,155.625
161,box,115.57,144.22,196.44,158.78,151.5,156.005
161,goomba,113.2,192.92,127.81,208.38,200.64999999999998,120.505
161,mario,112.29,168.05,126.74,183.63,175.84,119.515
161,pipe,243.4,176.0,255.97,207.23,191.615,249.685
162,box,48.76,144.03,63.95,159.09,151.56,56.355000000000004
162,goomba,109.25,192.75,123.62,208.63,200.69,116.435
162,box,145.47,80.02,160.01,95.09,87.555,152.74
162,box,112.15,144.22,193.26,158.72,151.47,152.70499999999998
162,mario,112.26,171.05,126.73,186.46,178.755,119.495
162,pipe,240.74,176.0,255.87,207.24,191.62,248.305
163,box,109.47,144.21,190.03,158.78,151.495,149.75
163,mario,112.14,175.06,126.76,190.52,182.79000000000002,119.45
163,box,141.79,80.03,156.95,95.1,87.565,149.37
163,box,45.6,144.03,60.92,159.1,151.565,53.260000000000005
163,goomba,105.2,193.05,119.85,208.63,200.84,112.525
163,pipe,237.88,176.0,255.91,207.12,191.56,246.89499999999998
164,pipe,234.81,175.97,256.0,207.33,191.65,245.405
164,box,42.64,144.03,58.0,159.11,151.57,50.32
164,box,139.07,80.02,154.0,95.11,87.565,146.535
164,box,106.14,144.22,186.99,158.75,151.485,146.565
164,goomba,102.17,192.8,116.8,208.46,200.63,109.485
164,mario,112.34,180.14,126.63,195.41,187.77499999999998,119.485
165,box,39.67,144.03,55.01,159.13,151.57999999999998,47.34
165,box,136.08,80.02,150.96,95.12,87.57,143.52
165,box,103.88,144.23,183.9,158.8,151.515,143.89
165,mario,112.18,184.88,126.87,200.65,192.765,119.525
165,pipe,231.71,175.96,256.0,207.34,191.65,243.85500000000002
165,goomba,98.08,192.89,112.62,208.62,200.755,105.35
166,pipe,228.83,176.07,256.0,207.32,191.695,242.41500000000002
166,box,36.6,144.03,52.03,159.14,151.58499999999998,44.315
166,box,100.07,144.24,180.88,158.77,151.505,140.475
166,mario,112.18,190.0,126.81,205.51,197.755,119.495
166,goomba,94.18,192.98,108.46,208.38,200.68,101.32
166,box,133.08,80.02,147.99,95.13,87.57499999999999,140.53500000000003
167,box,98.0,144.23,177.52,158.81,151.51999999999998,137.76
167,box,33.55,144.04,49.01,159.14,151.58999999999997,41.28
167,mario,114.32,192.33,125.59,206.66,199.495,119.955
167,goomba,91.11,192.96,105.84,208.45,200.70499999999998,98.475
167,box,129.72,80.04,145.0,95.13,87.58500000000001,137.36
167,pipe,225.95,176.08,256.0,207.41,191.745,240.975
168,pipe,222.87,176.06,254.36,207.45,191.755,238.615
168,box,126.83,80.06,141.94,95.05,87.555,134.385
168,box,30.59,144.06,45.96,159.04,151.55,38.275
168,mario,114.53,192.32,125.63,206.92,199.62,120.08
168,box,94.38,144.21,174.9,158.79,151.5,134.64
168,goomba,87.25,192.91,101.88,208.43,200.67000000000002,94.565
169,pipe,219.78,176.1,251.04,207.46,191.78,235.41
169,box,92.33,144.19,171.56,158.83,151.51,131.945
169,box,27.67,144.06,42.94,159.06,151.56,35.305
169,box,124.09,80.06,138.93,95.07,87.565,131.51
169,mario,112.3,186.99,126.72,202.71,194.85000000000002,119.50999999999999
169,goomba,84.19,193.0,98.99,208.08,200.54000000000002,91.59
170,pipe,216.7,176.09,248.06,207.49,191.79000000000002,232.38
170,box,24.69,144.06,39.94,159.08,151.57,32.315
170,box,121.16,80.06,135.94,95.09,87.575,128.55
170,mario,111.9,181.03,126.68,196.7,188.865,119.29
170,box,88.26,144.19,168.74,158.8,151.495,128.5
170,goomba,80.37,192.87,95.01,208.46,200.66500000000002,87.69
171,pipe,213.77,176.08,244.89,207.49,191.78500000000003,229.32999999999998
171,mario,111.35,175.98,126.69,191.74,183.86,119.02
171,box,21.39,144.1,37.01,159.06,151.57999999999998,29.2
171,box,86.17,144.16,165.86,158.83,151.495,126.01500000000001
171,box,117.79,80.11,133.02,95.08,87.595,125.405
171,goomba,76.27,192.88,90.99,208.78,200.82999999999998,83.63
172,pipe,210.74,176.08,241.96,207.48,191.78,226.35000000000002
172,box,18.39,144.1,34.07,159.08,151.59,26.23
172,box,114.8,80.11,130.07,95.09,87.6,122.435
172,box,82.57,144.21,162.39,158.79,151.5,122.47999999999999
172,mario,111.09,172.05,126.72,187.72,179.885,118.905
172,goomba,73.27,192.85,88.0,208.72,200.785,80.63499999999999
173,pipe,207.78,176.07,238.78,207.45,191.76,223.28
173,box,15.57,144.09,31.1,159.07,151.57999999999998,23.335
