iteration,class,top,left,bottom,right,center_x,center_y,object_id
109,box,247.61,144.27,256.0,159.03,151.65,251.8,2
110,box,181.55,144.05,197.0,159.09,151.57,189.27,1
110,mario,114.15,192.5,125.72,207.26,199.88,119.93,0
110,box,245.52,144.3,256.0,158.94,151.62,250.76,2
111,box,179.6,144.03,194.98,159.07,151.55,187.29,1
111,mario,114.77,193.09,125.14,207.73,200.41,119.96,0
111,box,243.5,144.33,256.0,158.91,151.62,249.75,2
112,box,177.53,144.05,193.02,159.13,151.59,185.27,1
112,mario,112.73,192.06,125.17,207.19,199.63,118.95,0
112,box,241.62,144.31,256.0,159.0,151.65,248.81,2
113,box,176.61,144.03,191.97,159.08,151.55,184.29,1
113,mario,112.1,188.21,126.77,203.19,195.7,119.43,0
113,box,240.57,144.32,256.0,159.0,151.66,248.29,2
114,mario,112.28,183.24,126.75,197.9,190.57,119.51,0
114,box,174.5,144.06,189.98,159.04,151.55,182.24,1
114,box,238.56,144.32,256.0,159.0,151.66,247.28,2
115,box,172.47,144.04,188.04,159.09,151.57,180.26,1
115,mario,112.33,179.16,126.64,194.34,186.75,119.49,0
115,box,236.4,144.26,255.97,159.0,151.63,246.18,2
116,mario,112.26,176.14,126.64,191.74,183.94,119.45,0
116,box,170.54,144.03,186.0,159.11,151.57,178.27,1
116,box,234.64,144.19,256.0,159.03,151.61,245.32,2
117,mario,112.2,173.14,126.67,188.82,180.98,119.44,0
117,box,169.49,144.04,185.03,159.09,151.57,177.26,1
117,goomba,253.18,192.69,255.88,208.39,200.54,254.53,3
117,box,233.26,144.22,256.0,159.04,151.63,244.63,2
118,box,167.61,144.03,183.01,159.15,151.59,175.31,1
118,mario,112.23,170.17,126.7,185.75,177.96,119.47,0
118,box,231.75,144.16,256.0,159.03,151.6,243.88,2
118,goomba,250.28,193.02,255.96,208.26,200.64,253.12,3
119,box,165.48,144.05,180.97,159.09,151.57,173.23,1
119,mario,112.25,168.08,126.81,183.78,175.93,119.53,0
119,box,229.25,144.09,255.99,159.07,151.58,242.62,2
119,goomba,248.04,192.41,256.0,208.22,200.32,252.02,3
120,box,163.54,144.03,178.98,159.08,151.55,171.26,1
120,mario,112.22,167.2,126.72,182.75,174.98,119.47,0
120,box,227.56,144.1,255.96,159.12,151.61,241.76,2
120,goomba,244.87,192.76,256.0,208.31,200.54,250.43,3
121,mario,112.3,166.06,126.57,181.76,173.91,119.43,0
121,box,162.3,144.09,178.08,159.09,151.59,170.19,1
121,box,226.74,144.09,255.98,159.1,151.6,241.36,2
121,goomba,244.07,192.77,256.0,208.19,200.48,250.04,3
122,mario,112.3,166.05,126.57,181.75,173.9,119.43,0
122,box,160.4,144.09,175.96,159.07,151.58,168.18,1
122,box,224.95,144.15,256.0,159.05,151.6,240.48,2
122,goomba,241.09,192.77,255.95,208.33,200.55,248.52,3
123,box,222.95,144.09,254.81,159.1,151.6,238.88,2
123,mario,112.22,167.18,126.72,182.78,174.98,119.47,0
123,goomba,238.14,192.81,253.1,208.39,200.6,245.62,3
123,box,158.38,144.11,174.02,159.0,151.55,166.2,1
124,box,220.84,144.1,256.0,159.09,151.6,238.42,2
124,box,156.41,144.09,172.11,159.09,151.59,164.26,1
124,mario,112.24,168.08,126.82,183.82,175.95,119.53,0
124,goomba,236.22,192.72,251.04,208.41,200.57,243.63,3
124,box,252.91,80.34,255.99,94.78,87.56,254.45,4
125,box,219.72,144.11,255.97,159.13,151.62,237.85,2
125,mario,112.28,169.05,126.56,184.75,176.9,119.42,0
125,box,155.39,144.11,170.97,159.03,151.57,163.18,1
125,goomba,234.19,192.7,249.01,208.34,200.52,241.6,3
125,box,251.74,80.2,256.0,94.86,87.53,253.87,4
126,box,153.38,144.09,169.05,159.09,151.59,161.21,1
126,mario,112.25,172.01,126.59,187.79,179.9,119.42,0
126,box,217.62,144.09,255.75,159.01,151.55,236.68,2
126,goomba,231.12,192.75,245.96,208.01,200.38,238.54,3
126,box,249.86,80.09,256.0,95.03,87.56,252.93,4
127,box,215.56,144.1,256.0,159.08,151.59,235.78,2
127,box,151.42,144.08,167.0,159.1,151.59,159.21,1
127,mario,112.13,174.09,126.77,189.89,181.99,119.45,0
127,box,247.97,80.06,255.9,95.0,87.53,251.93,4
127,goomba,229.21,192.75,243.95,208.01,200.38,236.58,3
128,box,214.54,144.11,256.0,159.09,151.6,235.27,2
128,box,150.34,144.09,166.04,159.07,151.58,158.19,1
128,mario,112.12,177.09,126.75,192.96,185.02,119.43,0
128,goomba,227.27,192.72,241.97,208.08,200.4,234.62,3
128,box,246.8,80.09,255.94,94.99,87.54,251.37,4
129,box,148.34,144.08,164.02,159.12,151.6,156.18,1
129,box,212.8,144.08,256.0,159.0,151.54,234.4,2
129,goomba,225.03,192.76,239.92,208.16,200.46,232.48,3
129,box,244.79,80.1,255.91,94.98,87.54,250.35,4
129,mario,112.34,181.11,126.74,196.89,189.0,119.54,0
130,box,146.31,144.1,162.06,159.08,151.59,154.18,1
130,box,210.98,144.05,256.0,159.01,151.53,233.49,2
130,box,242.9,80.09,255.97,95.05,87.57,249.43,4
130,goomba,222.04,192.77,236.96,208.31,200.54,229.5,3
130,mario,112.48,186.21,126.44,200.9,193.55,119.46,0
131,box,241.69,80.0,256.0,95.0,87.5,248.85,2
131,box,145.19,144.0,160.11,159.0,151.5,152.65,4
131,box,209.12,143.99,256.0,159.0,151.49,232.56,1
131,mario,112.86,191.24,126.86,206.94,199.09,119.86,0
131,goomba,219.07,192.7,233.94,208.48,200.59,226.51,3
132,box,240.61,80.0,255.81,95.0,87.5,248.21,2
132,box,144.24,143.99,159.06,159.01,151.5,151.65,4
132,goomba,218.14,192.61,232.88,208.34,200.48,225.51,3
132,box,208.47,143.98,255.97,159.0,151.49,232.22,1
132,mario,114.22,192.32,126.3,207.3,199.81,120.26,0
133,box,205.94,144.01,255.75,159.03,151.52,230.84,4
133,box,238.53,80.0,253.11,95.0,87.5,245.82,1
133,box,142.13,144.0,157.0,159.01,151.51,149.57,2
133,goomba,215.1,192.64,229.94,208.41,200.52,222.52,3
133,mario,112.12,192.09,125.28,207.61,199.85,118.7,0
134,box,204.04,144.0,255.91,159.08,151.54,229.98,4
134,box,236.69,80.0,251.0,94.98,87.49,243.85,1
134,box,140.11,144.0,155.03,158.96,151.48,147.57,2
134,goomba,212.08,192.72,226.94,208.53,200.62,219.51,3
134,mario,112.09,188.14,126.6,203.08,195.61,119.35,0
135,box,202.36,144.04,255.88,159.03,151.54,229.12,4
135,box,138.03,144.0,153.11,159.01,151.51,145.57,2
135,box,234.44,80.01,249.19,95.03,87.52,241.82,1
135,mario,112.3,183.21,126.8,198.34,190.77,119.55,0
135,goomba,210.19,192.75,224.88,208.44,200.6,217.54,3
136,box,201.54,144.04,255.84,159.03,151.54,228.69,4
136,mario,112.25,179.09,126.61,194.72,186.9,119.43,0
136,box,233.69,79.99,248.07,94.99,87.49,240.88,1
136,box,137.14,143.99,152.06,158.97,151.48,144.6,2
136,goomba,208.19,192.62,222.88,208.56,200.59,215.54,3
137,box,199.53,144.16,255.79,159.0,151.58,227.66,4
137,mario,112.14,176.11,126.64,191.85,183.98,119.39,0
137,box,134.37,144.09,149.99,159.09,151.59,142.18,2
137,box,230.67,80.09,246.09,95.06,87.58,238.38,1
137,goomba,206.16,192.81,221.06,208.17,200.49,213.61,3
138,box,132.4,144.07,148.02,159.12,151.6,140.21,1
138,mario,112.2,173.11,126.67,188.75,180.93,119.43,0
138,goomba,203.19,192.8,217.97,208.5,200.65,210.58,3
138,box,229.1,80.07,243.98,95.09,87.58,236.54,4
138,box,198.13,144.22,255.21,158.98,151.6,226.67,2
139,mario,112.2,170.09,126.71,185.73,177.91,119.46,0
139,box,194.88,144.16,255.69,159.0,151.58,225.29,4
139,box,130.29,144.09,146.07,159.09,151.59,138.18,2
139,box,227.03,80.1,242.11,95.1,87.6,234.57,1
139,goomba,200.13,192.77,214.99,208.69,200.73,207.56,3
140,box,129.33,144.07,145.01,159.12,151.6,137.17,2
140,mario,112.23,168.06,126.83,183.81,175.93,119.53,0
140,box,193.82,144.16,256.0,158.98,151.57,224.91,4
140,goomba,199.22,192.75,214.08,208.61,200.68,206.65,3
140,box,225.95,80.08,240.97,95.1,87.59,233.46,1
141,box,191.74,144.23,256.0,158.91,151.57,223.87,4
141,box,127.44,144.1,143.04,159.08,151.59,135.24,2
141,box,224.1,80.1,239.1,95.09,87.6,231.6,1
141,mario,112.18,167.19,126.73,182.75,174.97,119.46,0
141,goomba,196.12,192.78,211.02,208.53,200.65,203.57,3
142,mario,112.28,166.09,126.59,181.73,173.91,119.43,0
142,box,125.39,144.09,140.91,159.07,151.58,133.15,2
142,box,189.21,144.19,255.65,159.0,151.59,222.43,4
142,box,222.21,80.08,236.99,95.06,87.57,229.6,1
142,goomba,193.05,192.87,208.01,208.5,200.68,200.53,3
143,mario,112.28,166.07,126.59,181.75,173.91,119.43,0
143,box,187.74,144.19,255.69,158.99,151.59,221.71,4
143,box,123.42,144.09,138.97,159.01,151.55,131.2,2
143,box,219.95,80.11,234.97,95.05,87.58,227.46,1
143,goomba,191.14,192.83,205.84,208.59,200.71,198.49,3
144,box,122.38,144.08,137.94,159.1,151.59,130.16,1
144,box,218.81,80.08,233.99,95.08,87.58,226.4,4
144,mario,112.18,167.14,126.73,182.75,174.95,119.46,0
144,box,185.61,144.25,255.5,158.94,151.59,220.55,2
144,goomba,189.22,192.8,203.96,208.16,200.48,196.59,3
145,box,217.06,80.06,231.95,95.1,87.58,224.51,4
145,box,120.62,144.06,135.94,159.08,151.57,128.28,1
145,mario,112.22,168.01,126.8,183.81,175.91,119.51,0
145,goomba,187.07,192.82,201.89,208.42,200.62,194.48,3
145,box,183.75,144.24,255.25,158.87,151.55,219.5,2
146,mario,112.28,169.0,126.59,184.75,176.87,119.43,0
146,box,118.48,144.04,133.98,159.09,151.57,126.23,1
146,goomba,184.04,192.81,198.88,208.29,200.55,191.46,3
146,box,215.24,80.04,230.06,95.1,87.57,222.65,4
146,box,182.02,144.24,256.0,158.94,151.59,219.01,2
147,mario,112.24,171.96,126.6,187.78,179.87,119.42,0
147,box,116.5,144.03,132.0,159.17,151.6,124.25,1
147,goomba,180.99,192.87,195.95,208.38,200.62,188.47,3
147,box,213.19,80.02,227.97,95.14,87.58,220.58,4
147,box,180.22,144.28,256.0,158.91,151.59,218.11,2
148,box,115.54,144.03,130.92,159.1,151.57,123.23,1
148,box,212.26,80.03,227.0,95.09,87.56,219.63,4
148,mario,112.2,174.03,126.8,189.83,181.93,119.5,0
148,goomba,180.01,192.86,195.01,208.38,200.62,187.51,3
148,box,179.82,144.24,256.0,158.87,151.55,217.91,2
149,box,113.51,144.04,129.02,159.16,151.6,121.26,1
149,box,210.21,80.05,224.97,95.07,87.56,217.59,4
149,mario,112.21,177.02,126.77,192.78,184.9,119.49,0
149,goomba,177.07,192.88,192.0,208.38,200.63,184.54,3
149,box,177.11,144.22,256.0,158.79,151.51,216.55,2
150,box,111.48,144.04,127.05,159.1,151.57,119.26,1
150,box,207.98,80.05,223.09,95.11,87.58,215.54,4
150,goomba,174.1,192.88,188.9,208.32,200.6,181.5,3
150,mario,112.27,181.05,126.86,196.77,188.91,119.56,0
150,box,176.13,144.19,255.17,158.83,151.51,215.65,2
151,box,109.51,144.03,124.91,159.11,151.57,117.21,1
151,box,205.75,80.03,220.94,95.1,87.57,213.35,4
151,mario,112.25,186.19,126.78,201.39,193.79,119.51,0
151,goomba,172.2,192.9,186.91,208.47,200.68,179.55,3
151,box,173.32,144.22,253.86,158.79,151.51,213.59,2
152,mario,112.22,190.93,126.62,206.75,198.84,119.42,0
152,box,108.48,144.04,124.04,159.1,151.57,116.26,1
152,box,204.69,80.04,220.07,95.09,87.57,212.38,4
152,goomba,170.19,192.84,184.77,208.27,200.55,177.48,3
152,box,172.88,144.25,252.44,158.81,151.53,212.66,2
153,box,106.58,144.03,122.0,159.11,151.57,114.29,1
153,box,203.01,80.03,218.01,95.11,87.57,210.51,4
153,mario,114.2,193.53,125.08,207.25,200.39,119.64,0
153,box,170.01,144.24,251.0,158.75,151.49,210.51,2
153,goomba,168.14,192.95,182.91,208.19,200.57,175.52,3
154,box,104.66,144.06,119.96,159.08,151.57,112.31,1
154,box,201.09,80.05,215.96,95.08,87.57,208.52,4
154,mario,114.17,192.35,125.52,206.87,199.61,119.85,0
154,box,169.77,144.2,248.81,158.82,151.51,209.29,2
154,goomba,165.19,192.87,179.95,208.09,200.48,172.57,3
155,box,103.64,144.03,119.02,159.13,151.58,111.33,1
155,box,200.12,80.01,214.96,95.12,87.57,207.54,4
155,box,167.96,144.25,247.98,158.81,151.53,207.97,2
155,goomba,163.29,192.86,178.01,208.1,200.48,170.65,3
155,mario,114.14,192.35,125.56,206.85,199.6,119.85,0
156,box,101.52,144.05,116.98,159.09,151.57,109.25,1
156,box,198.06,80.05,212.98,95.11,87.58,205.52,4
156,mario,111.97,188.24,126.75,203.66,195.95,119.36,0
156,box,165.44,144.22,245.8,158.82,151.52,205.62,2
156,goomba,161.06,193.01,176.07,208.07,200.54,168.57,3
157,box,100.56,144.03,116.04,159.15,151.59,108.3,1
157,box,164.09,144.25,244.95,158.77,151.51,204.52,2
157,mario,112.23,183.23,126.67,198.25,190.74,119.45,0
157,goomba,159.19,192.93,173.89,208.05,200.49,166.54,3
157,box,197.08,80.01,212.0,95.12,87.57,204.54,4
158,mario,112.16,179.05,126.58,193.97,186.51,119.37,0
158,box,98.45,144.04,114.05,159.09,151.57,106.25,1
158,box,194.92,80.05,210.08,95.11,87.58,202.5,4
158,box,163.22,144.19,242.54,158.82,151.51,202.88,2
158,goomba,156.27,192.97,171.01,208.16,200.57,163.64,3
159,box,97.5,144.04,113.0,159.16,151.6,105.25,1
159,box,161.92,144.23,241.5,158.81,151.52,201.71,2
159,goomba,155.16,193.02,169.92,208.09,200.55,162.54,3
159,mario,112.19,175.01,126.81,190.13,182.57,119.5,0
159,box,193.74,80.04,209.0,95.14,87.59,201.37,4
160,box,191.79,80.04,207.05,95.09,87.57,199.42,2
160,box,95.54,144.03,111.02,159.1,151.57,103.28,4
160,box,159.84,144.24,239.41,158.81,151.52,199.62,1
160,mario,112.21,170.96,126.7,186.64,178.8,119.46,0
160,goomba,152.17,192.97,166.91,208.22,200.6,159.54,3
161,mario,112.17,168.94,126.77,184.74,176.84,119.47,0
161,box,190.86,80.06,205.94,95.06,87.56,198.4,2
161,box,94.56,144.06,109.96,159.04,151.55,102.26,4
161,goomba,151.24,192.89,165.86,208.62,200.76,158.55,3
161,box,158.12,144.23,238.86,158.78,151.51,198.49,1
162,mario,112.28,166.0,126.78,181.82,173.91,119.53,0
162,box,92.46,144.04,108.06,159.09,151.57,100.26,4
162,box,188.97,80.04,204.11,95.1,87.57,196.54,2
162,goomba,148.15,192.91,162.89,208.65,200.78,155.52,3
162,box,157.0,144.22,236.74,158.8,151.51,196.87,1
163,mario,112.28,165.0,126.72,180.8,172.9,119.5,0
163,box,91.58,144.05,106.92,159.05,151.55,99.25,4
163,box,156.29,144.2,235.69,158.81,151.51,195.99,1
163,box,188.09,80.06,202.92,95.08,87.57,195.51,2
163,goomba,146.2,192.95,160.81,209.12,201.04,153.51,3
164,box,89.53,144.04,104.97,159.09,151.57,97.25,4
164,box,186.07,80.04,201.03,95.09,87.57,193.55,2
164,goomba,144.25,192.86,158.83,208.98,200.92,151.54,3
164,mario,112.36,164.14,126.64,179.78,171.96,119.5,0
164,box,153.61,144.25,233.81,158.82,151.54,193.71,1
165,mario,112.29,162.99,126.73,178.83,170.91,119.51,0
165,box,87.66,144.03,103.0,159.15,151.59,95.33,4
165,box,184.22,80.02,198.98,95.12,87.57,191.6,2
165,goomba,141.2,192.84,155.72,208.91,200.88,148.46,3
165,box,151.12,144.24,232.02,158.76,151.5,191.57,1
166,mario,112.29,162.97,126.73,178.83,170.9,119.51,0
166,box,86.52,144.04,101.98,159.08,151.56,94.25,4
166,box,183.08,80.04,198.06,95.09,87.57,190.57,2
166,goomba,139.16,192.94,153.71,208.88,200.91,146.43,3
166,box,150.39,144.25,231.59,158.76,151.51,190.99,1
167,box,180.8,80.03,196.0,95.13,87.58,188.4,1
167,box,148.75,144.24,228.73,158.8,151.52,188.74,4
167,box,84.56,144.03,100.0,159.16,151.6,92.28,2
167,mario,112.28,164.13,126.63,179.76,171.95,119.46,0
167,goomba,137.14,192.99,151.81,208.91,200.95,144.48,3
168,box,178.77,80.04,194.03,95.09,87.57,186.4,1
168,box,82.53,144.04,98.03,159.09,151.57,90.28,2
168,goomba,134.14,192.91,148.84,208.77,200.84,141.49,3
168,box,146.77,144.23,226.61,158.81,151.52,186.69,4
168,mario,112.23,165.0,126.7,180.76,172.88,119.47,0
169,box,80.49,144.08,95.97,159.06,151.57,88.23,2
169,box,176.97,80.09,192.02,95.05,87.57,184.49,1
169,mario,112.33,167.16,126.61,182.77,174.96,119.47,0
169,goomba,132.19,193.03,146.94,208.53,200.78,139.57,3
169,box,143.91,144.24,225.39,158.75,151.49,184.65,4
170,mario,112.25,168.97,126.75,184.72,176.85,119.5,0
170,box,79.51,144.1,95.09,159.08,151.59,87.3,2
170,box,176.0,80.1,191.12,95.08,87.59,183.56,1
170,box,144.02,144.2,223.96,158.82,151.51,183.99,4
170,goomba,130.25,193.05,144.89,208.39,200.72,137.57,3
171,mario,112.27,172.02,126.77,187.66,179.84,119.52,0
171,box,77.34,144.09,92.9,159.07,151.58,85.12,2
